"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,239747,CME ,00,239 ,   27660,    3100,     564,       0,    7931,       0,       0,    4297,    4425,      10,     940,       0,       0,   16278,    4999,   11382,   22661,    3983,     -38,     310,       0,     553,       0,       0,    1469,    1472,    -202,     480,    -275,       0,    2262,    1305,    1721,    2678,  100.0,   11.2,    2.0,    0.0,   28.7,    0.0,    0.0,   15.5,   16.0,    0.0,    3.4,    0.0,    0.0,   58.9,   18.1,   41.1,   81.9,     30,.,.,      0,      8,      0,      0,      9,      8,.,.,      0,      0,     22,      9,    34.0,    12.6,    43.5,    17.1,    34.0,    12.6,    43.5,    17.1,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,239747,CME ,00,239 ,   23677,    3138,     254,       0,    7378,       0,       0,    2828,    2953,     212,     460,     275,       0,   14016,    3694,    9661,   19983,     571,    -173,     254,       0,      75,    -360,       0,     202,     296,      69,    -190,    -875,       0,     -17,    -616,     588,    1187,  100.0,   13.3,    1.1,    0.0,   31.2,    0.0,    0.0,   11.9,   12.5,    0.9,    1.9,    1.2,    0.0,   59.2,   15.6,   40.8,   84.4,     24,.,.,      0,      6,      0,      0,      6,      7,.,.,.,      0,     18,      9,    37.2,    10.3,    47.5,    14.7,    37.2,     9.5,    47.5,    13.8,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,239747,CME ,00,239 ,   23106,    3311,       0,       0,    7303,     360,       0,    2626,    2657,     143,     650,    1150,       0,   14033,    4310,    9073,   18796,     448,     651,       0,       0,      12,     -80,       0,   -1174,     950,     118,     410,     915,       0,      17,    1903,     431,   -1455,  100.0,   14.3,    0.0,    0.0,   31.6,    1.6,    0.0,   11.4,   11.5,    0.6,    2.8,    5.0,    0.0,   60.7,   18.7,   39.3,   81.3,     26,.,      0,      0,      6,.,      0,      6,      7,.,.,.,      0,     19,     10,    37.6,    11.5,    48.5,    17.5,    37.6,    11.1,    48.5,    16.9,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,239747,CME ,00,239 ,   22658,    2660,       0,       0,    7291,     440,       0,    3800,    1707,      25,     240,     235,       0,   14016,    2407,    8642,   20251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   11.7,    0.0,    0.0,   32.2,    1.9,    0.0,   16.8,    7.5,    0.1,    1.1,    1.0,    0.0,   61.9,   10.6,   38.1,   89.4,     23,.,      0,      0,      7,.,      0,      6,      4,.,.,.,      0,     18,      6,    35.6,     8.6,    48.9,    10.6,    35.6,     8.5,    48.9,    10.5,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260825,2026-08-25,239750,CME ,00,239 ,   44235,    1517,   31382,    2657,     220,       0,       0,   39658,   10010,      56,       0,       0,       0,   44108,   44105,     127,     130,      15,       0,     -15,       0,       0,       0,       0,      22,      37,      -7,       0,       0,       0,      15,      15,       0,       0,  100.0,    3.4,   70.9,    6.0,    0.5,    0.0,    0.0,   89.7,   22.6,    0.1,    0.0,    0.0,    0.0,   99.7,   99.7,    0.3,    0.3,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.8,    86.2,    97.0,    97.3,    90.5,    82.1,    93.1,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260818,2026-08-18,239750,CME ,00,239 ,   44220,    1517,   31397,    2657,     220,       0,       0,   39636,    9973,      63,       0,       0,       0,   44093,   44090,     127,     130,      20,       0,     -22,       0,       0,       0,       0,      20,      42,       0,       0,       0,       0,      20,      20,       0,       0,  100.0,    3.4,   71.0,    6.0,    0.5,    0.0,    0.0,   89.6,   22.6,    0.1,    0.0,    0.0,    0.0,   99.7,   99.7,    0.3,    0.3,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.8,    86.2,    97.0,    97.3,    90.5,    82.1,    93.1,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260811,2026-08-11,239750,CME ,00,239 ,   44200,    1517,   31419,    2657,     220,       0,       0,   39616,    9931,      63,       0,       0,       0,   44073,   44070,     127,     130,    -366,       0,     235,       0,       0,       0,       0,    -235,    -730,       0,       0,       0,       0,    -235,    -495,    -131,     129,  100.0,    3.4,   71.1,    6.0,    0.5,    0.0,    0.0,   89.6,   22.5,    0.1,    0.0,    0.0,    0.0,   99.7,   99.7,    0.3,    0.3,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.8,    86.2,    97.0,    97.3,    90.5,    82.1,    93.1,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260804,2026-08-04,239750,CME ,00,239 ,   44566,    1517,   31184,    2657,     220,       0,       0,   39851,   10661,      63,       0,       0,       0,   44308,   44565,     258,       1,       1,       0,    -131,       0,       0,       0,       0,       1,     132,       0,       0,       0,       0,       1,       1,       0,       0,  100.0,    3.4,   70.0,    6.0,    0.5,    0.0,    0.0,   89.4,   23.9,    0.1,    0.0,    0.0,    0.0,   99.4,  100.0,    0.6,    0.0,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.5,    86.6,    96.7,    97.6,    90.3,    82.5,    92.8,    92.6,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260728,2026-07-28,239750,CME ,00,239 ,   44565,    1517,   31315,    2657,     220,       0,       0,   39850,   10529,      63,       0,       0,       0,   44307,   44564,     258,       1,      34,       0,     -56,       0,       0,       0,       0,      44,     100,     -10,       0,       0,       0,      34,      34,       0,       0,  100.0,    3.4,   70.3,    6.0,    0.5,    0.0,    0.0,   89.4,   23.6,    0.1,    0.0,    0.0,    0.0,   99.4,  100.0,    0.6,    0.0,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.5,    86.6,    96.7,    97.6,    90.3,    82.5,    92.8,    92.6,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260721,2026-07-21,239750,CME ,00,239 ,   44531,    1517,   31371,    2657,     220,       0,       0,   39806,   10429,      73,       0,       0,       0,   44273,   44530,     258,       1,     620,       0,     261,       0,       0,       0,       0,     590,     359,       0,       0,       0,       0,     590,     620,      30,       0,  100.0,    3.4,   70.4,    6.0,    0.5,    0.0,    0.0,   89.4,   23.4,    0.2,    0.0,    0.0,    0.0,   99.4,  100.0,    0.6,    0.0,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.5,    86.6,    96.7,    97.6,    90.2,    82.5,    92.8,    92.6,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260714,2026-07-14,239750,CME ,00,239 ,   43911,    1517,   31110,    2657,     220,       0,       0,   39216,   10070,      73,       0,       0,       0,   43683,   43910,     228,       1,     531,       0,    -348,     167,       0,       0,       0,     364,     712,       0,       0,       0,       0,     531,     531,       0,       0,  100.0,    3.5,   70.8,    6.1,    0.5,    0.0,    0.0,   89.3,   22.9,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      8,      4,.,      0,      0,      7,.,.,      0,      0,      0,     14,     11,    91.5,    86.4,    96.7,    97.6,    90.2,    82.3,    92.8,    92.5,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260707,2026-07-07,239750,CME ,00,239 ,   43380,    1517,   31458,    2490,     220,       0,       0,   38852,    9358,      73,       0,       0,       0,   43152,   43379,     228,       1,     406,       7,      28,      -7,       0,       0,       0,     406,     385,       0,       0,       0,       0,     406,     406,       0,       0,  100.0,    3.5,   72.5,    5.7,    0.5,    0.0,    0.0,   89.6,   21.6,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      8,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.7,    86.2,    97.1,    97.4,    90.4,    82.0,    93.1,    92.5,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260630,2026-06-30,239750,CME ,00,239 ,   42974,    1510,   31430,    2497,     220,       0,       0,   38446,    8973,      73,       0,       0,       0,   42746,   42973,     228,       1,      99,       0,     -94,       0,       0,       0,       0,      94,     188,       5,       0,       0,       0,      99,      99,       0,       0,  100.0,    3.5,   73.1,    5.8,    0.5,    0.0,    0.0,   89.5,   20.9,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      8,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.7,    86.5,    97.0,    97.4,    90.3,    82.2,    93.0,    92.4,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260623,2026-06-23,239750,CME ,00,239 ,   42875,    1510,   31524,    2497,     220,       0,       0,   38352,    8785,      68,       0,       0,       0,   42647,   42874,     228,       1,      38,       0,       0,       0,       0,       0,       0,      38,      38,       0,       0,       0,       0,      38,      38,       0,       0,  100.0,    3.5,   73.5,    5.8,    0.5,    0.0,    0.0,   89.5,   20.5,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      8,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.7,    86.4,    97.0,    97.4,    90.3,    82.2,    93.0,    92.4,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260616,2026-06-16,239750,CME ,00,239 ,   42837,    1510,   31524,    2497,     220,       0,       0,   38314,    8747,      68,       0,       0,       0,   42609,   42836,     228,       1,      89,       5,       0,      -5,       0,       0,       0,      89,      94,       0,       0,       0,       0,      89,      89,       0,       0,  100.0,    3.5,   73.6,    5.8,    0.5,    0.0,    0.0,   89.4,   20.4,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      8,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.6,    86.4,    97.0,    97.4,    90.3,    82.2,    93.0,    92.4,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260609,2026-06-09,239750,CME ,00,239 ,   42748,    1505,   31524,    2502,     220,       0,       0,   38225,    8653,      68,       0,       0,       0,   42520,   42747,     228,       1,     313,       5,      -9,       2,       0,       0,       0,     281,     320,       0,       0,       0,       0,     288,     313,      25,       0,  100.0,    3.5,   73.7,    5.9,    0.5,    0.0,    0.0,   89.4,   20.2,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      8,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.6,    86.4,    97.0,    97.4,    90.3,    82.1,    93.0,    92.4,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260602,2026-06-02,239750,CME ,00,239 ,   42435,    1500,   31533,    2500,     220,       0,       0,   37944,    8333,      68,       0,       0,       0,   42232,   42434,     203,       1,     115,       0,      -7,       7,       0,       0,       0,     208,     115,       0,       0,       0,       0,     215,     115,    -100,       0,  100.0,    3.5,   74.3,    5.9,    0.5,    0.0,    0.0,   89.4,   19.6,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      9,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.8,    86.3,    97.1,    97.3,    90.5,    82.0,    93.0,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260526,2026-05-26,239750,CME ,00,239 ,   42320,    1500,   31540,    2493,     220,       0,       0,   37736,    8218,      68,       0,       0,       0,   42017,   42319,     303,       1,       5,       0,       0,       0,       0,       0,       0,       5,       5,       0,       0,       0,       0,       5,       5,       0,       0,  100.0,    3.5,   74.5,    5.9,    0.5,    0.0,    0.0,   89.2,   19.4,    0.2,    0.0,    0.0,    0.0,   99.3,  100.0,    0.7,    0.0,     20,.,      9,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.8,    86.2,    96.8,    97.3,    90.2,    81.9,    92.8,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260519,2026-05-19,239750,CME ,00,239 ,   42315,    1500,   31540,    2493,     220,       0,       0,   37731,    8213,      68,       0,       0,       0,   42012,   42314,     303,       1,      80,       0,       0,       0,       0,       0,       0,      80,      80,       0,       0,       0,       0,      80,      80,       0,       0,  100.0,    3.5,   74.5,    5.9,    0.5,    0.0,    0.0,   89.2,   19.4,    0.2,    0.0,    0.0,    0.0,   99.3,  100.0,    0.7,    0.0,     20,.,      9,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.8,    86.2,    96.8,    97.3,    90.2,    81.9,    92.8,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260512,2026-05-12,239750,CME ,00,239 ,   42235,    1500,   31540,    2493,     220,       0,       0,   37651,    8133,      68,       0,       0,       0,   41932,   42234,     303,       1,     770,    -202,     155,       0,       0,       0,       0,     885,     620,      -5,       0,       0,       0,     678,     770,      92,       0,  100.0,    3.6,   74.7,    5.9,    0.5,    0.0,    0.0,   89.1,   19.3,    0.2,    0.0,    0.0,    0.0,   99.3,  100.0,    0.7,    0.0,     20,.,      9,.,.,      0,      0,      7,.,.,      0,      0,      0,     13,     11,    91.8,    86.2,    96.8,    97.3,    90.2,    81.9,    92.7,    92.3,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,239750,CME ,00,239 ,   41465,    1702,   31385,    2493,     220,       0,       0,   36766,    7513,      73,       0,       0,       0,   41254,   41464,     211,       1,     125,     -80,      -5,       5,       0,       0,       0,     200,     125,       0,       0,       0,       0,     125,     125,       0,       0,  100.0,    4.1,   75.7,    6.0,    0.5,    0.0,    0.0,   88.7,   18.1,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      9,.,.,      0,      0,      6,.,.,      0,      0,      0,     13,     11,    91.8,    86.2,    97.0,    97.3,    90.2,    81.8,    92.8,    92.1,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"RUSSELL 2000 ANNUAL DIVIDEND  - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,239750,CME ,00,239 ,   41340,    1782,   31390,    2488,     220,       0,       0,   36566,    7388,      73,       0,       0,       0,   41129,   41339,     211,       1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    4.3,   75.9,    6.0,    0.5,    0.0,    0.0,   88.5,   17.9,    0.2,    0.0,    0.0,    0.0,   99.5,  100.0,    0.5,    0.0,     20,.,      9,.,.,      0,      0,      6,.,.,      0,      0,      0,     13,     11,    91.6,    86.2,    96.8,    97.3,    90.0,    81.8,    92.8,    92.1,"(RUSSEL 2000 INDEX X $100)","239750","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,240741,CME ,00,240 ,   11702,     497,    7779,       9,    6068,     575,      10,     205,    1490,       0,    1745,       0,       0,    8534,    9863,    3168,    1839,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    4.2,   66.5,    0.1,   51.9,    4.9,    0.1,    1.8,   12.7,    0.0,   14.9,    0.0,    0.0,   72.9,   84.3,   27.1,   15.7,     21,.,      6,.,      6,.,.,.,.,      0,.,      0,      0,     12,     11,    58.7,    61.0,    67.6,    79.3,    58.7,    60.9,    67.5,    79.2,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260825,2026-08-25,240743,CME ,00,240 ,   31113,   12352,    8118,     388,    7563,     299,      30,    4813,    3872,     510,       0,       0,       0,   25656,   13217,    5457,   17896,      64,    1249,    -735,      -1,      47,    -149,    -114,    -294,   -1672,      51,    -213,       0,       0,     725,   -2620,    -661,    2684,  100.0,   39.7,   26.1,    1.2,   24.3,    1.0,    0.1,   15.5,   12.4,    1.6,    0.0,    0.0,    0.0,   82.5,   42.5,   17.5,   57.5,     44,     12,      6,.,      7,.,.,     10,      8,.,      0,      0,      0,     31,     18,    36.2,    26.9,    51.6,    34.7,    36.2,    26.9,    51.6,    33.1,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260818,2026-08-18,240743,CME ,00,240 ,   31049,   11103,    8853,     389,    7516,     448,     144,    5107,    5544,     459,     213,       0,       0,   24931,   15837,    6118,   15212,    2186,     314,    -319,     -16,     -69,    -586,      35,    1225,    2683,     -60,     213,       0,       0,    1642,    1737,     544,     449,  100.0,   35.8,   28.5,    1.3,   24.2,    1.4,    0.5,   16.4,   17.9,    1.5,    0.7,    0.0,    0.0,   80.3,   51.0,   19.7,   49.0,     46,     11,      7,.,      6,.,.,      9,     10,.,.,      0,      0,     30,     21,    35.9,    30.5,    50.7,    39.7,    35.9,    30.5,    50.7,    38.5,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260811,2026-08-11,240743,CME ,00,240 ,   28863,   10789,    9172,     405,    7585,    1034,     109,    3882,    2861,     519,       0,       0,       0,   23289,   14100,    5574,   14763,   -4643,   -2121,     601,      19,     136,     355,      -5,   -2364,    -231,     499,       0,       0,       0,   -3836,    1238,    -807,   -5881,  100.0,   37.4,   31.8,    1.4,   26.3,    3.6,    0.4,   13.4,    9.9,    1.8,    0.0,    0.0,    0.0,   80.7,   48.9,   19.3,   51.1,     43,     11,      8,.,      6,.,.,      8,      8,.,      0,      0,      0,     28,     20,    37.4,    30.1,    52.5,    38.8,    37.4,    29.7,    52.5,    36.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260804,2026-08-04,240743,CME ,00,240 ,   33506,   12910,    8571,     386,    7449,     679,     114,    6246,    3092,      20,       0,       0,       0,   27125,   12862,    6381,   20644,   -1939,     442,     -90,     -35,   -1031,     207,      76,   -1482,    -610,       4,    -554,       0,       0,   -2580,    -448,     641,   -1491,  100.0,   38.5,   25.6,    1.2,   22.2,    2.0,    0.3,   18.6,    9.2,    0.1,    0.0,    0.0,    0.0,   81.0,   38.4,   19.0,   61.6,     45,     13,      5,.,      6,.,.,     11,      8,.,      0,      0,      0,     33,     16,    36.9,    26.1,    50.7,    33.0,    36.9,    25.6,    50.7,    31.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260728,2026-07-28,240743,CME ,00,240 ,   35445,   12468,    8661,     421,    8480,     472,      38,    7728,    3702,      16,     554,       0,       0,   29705,   13310,    5740,   22135,    5004,    1157,    -462,      86,    1014,       0,      38,    2021,     530,     -14,     554,       0,       0,    4856,     178,     148,    4826,  100.0,   35.2,   24.4,    1.2,   23.9,    1.3,    0.1,   21.8,   10.4,    0.0,    1.6,    0.0,    0.0,   83.8,   37.6,   16.2,   62.4,     48,     12,      4,.,      7,.,.,     12,     10,.,.,      0,      0,     33,     18,    36.7,    25.6,    51.3,    31.7,    36.7,    25.2,    51.2,    30.5,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260721,2026-07-21,240743,CME ,00,240 ,   30441,   11311,    9123,     335,    7466,     472,       0,    5707,    3172,      30,       0,       0,       0,   24849,   13132,    5592,   17309,    1701,    1703,    -415,      61,      47,      20,     -28,    -401,      52,       0,       0,       0,       0,    1382,    -310,     319,    2011,  100.0,   37.2,   30.0,    1.1,   24.5,    1.6,    0.0,   18.7,   10.4,    0.1,    0.0,    0.0,    0.0,   81.6,   43.1,   18.4,   56.9,     41,     10,      6,.,      6,.,      0,     10,      7,.,      0,      0,      0,     27,     16,    41.6,    29.6,    56.1,    37.2,    41.6,    29.2,    56.1,    36.1,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260714,2026-07-14,240743,CME ,00,240 ,   28740,    9608,    9538,     274,    7419,     452,      28,    6108,    3120,      30,       0,       0,       0,   23467,   13442,    5273,   15298,   -2441,      49,     569,    -161,    -790,     452,      14,   -1224,   -2500,      -8,       0,       0,       0,   -2120,   -1634,    -321,    -807,  100.0,   33.4,   33.2,    1.0,   25.8,    1.6,    0.1,   21.3,   10.9,    0.1,    0.0,    0.0,    0.0,   81.7,   46.8,   18.3,   53.2,     42,      9,      6,.,      6,.,.,     11,      8,.,      0,      0,      0,     27,     18,    37.9,    30.9,    54.7,    39.6,    37.9,    30.7,    54.7,    38.7,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",260707,2026-07-07,240743,CME ,00,240 ,   31181,    9559,    8969,     435,    8209,       0,      14,    7332,    5620,      38,       0,       0,       0,   25587,   15076,    5594,   16105,    3565,    1566,    -321,     180,      55,       0,       6,    1430,     892,      37,       0,    -231,       0,    3274,     563,     291,    3002,  100.0,   30.7,   28.8,    1.4,   26.3,    0.0,    0.0,   23.5,   18.0,    0.1,    0.0,    0.0,    0.0,   82.1,   48.3,   17.9,   51.6,     45,      9,      6,.,      7,      0,.,     12,     11,.,      0,      0,      0,     30,     19,    35.1,    27.9,    50.5,    37.5,    35.1,    27.9,    50.5,    36.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
